ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
2116742502;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742503;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742504;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742505;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742506;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742507;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742508;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742509;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742510;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742511;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742512;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742513;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742514;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742515;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742516;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742517;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742518;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742519;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742520;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03g_gp_bedroom_door.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742521;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03g_gp_bedroom_door.w2scene""";Line text;GRLT_STED_2116732516;;;;;;;;;;;;;;;;;;
2116742522;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742523;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742524;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742525;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742526;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742527;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742528;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742529;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742530;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742531;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742532;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742533;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742534;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742535;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742536;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742537;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742538;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742539;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742540;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742541;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742542;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742543;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742544;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742545;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742546;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742547;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742548;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742549;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742550;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742551;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742552;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742553;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742554;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742555;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742556;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742557;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742558;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742559;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742560;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742561;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742562;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742563;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742564;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742565;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742566;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742567;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742568;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742569;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742570;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742571;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742572;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742573;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742574;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a2_gp_oneliners_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742575;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a2_gp_oneliners_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742576;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a3_gp_oneliners_agloval.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742577;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742578;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742579;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742580;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742581;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742582;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742583;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742584;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742585;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742586;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742587;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742588;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742589;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742590;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742591;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742592;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742593;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742594;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742595;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742596;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742597;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742598;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742599;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742600;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742601;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742602;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742603;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742604;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742605;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742606;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742607;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742608;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742609;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742610;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742611;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742612;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742613;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742614;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742615;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742616;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742617;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742618;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742619;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742620;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742621;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742622;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742623;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742624;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742625;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742626;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742627;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742628;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742629;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742630;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742631;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742632;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742633;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742634;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742635;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742636;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742637;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742638;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742639;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742640;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742641;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742642;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742643;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742644;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742645;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742646;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742647;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742648;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742649;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_toussaint.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742650;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_toussaint.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742651;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_toussaint.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742652;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_fake_empty_scene.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742653;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742654;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742655;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742656;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742657;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742658;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742659;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742660;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742661;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742662;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742663;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742664;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742665;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742666;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742667;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742668;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_after_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742669;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_after_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742670;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_after_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742671;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_after_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742672;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742673;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742674;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742675;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742676;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742677;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742678;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742679;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742680;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742681;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742682;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742683;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742684;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742685;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742686;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_bremervoord_before_fight.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742687;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_bremervoord_before_fight.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742688;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742689;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742690;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
